timestamp,open,high,low,close,volume
2025-01-13 19:56:59.934489,91748.37000000,91748.37000000,91652.83000000,91652.84000000,9.50345
2025-01-13 19:57:59.931211,91652.84000000,91838.38000000,91652.83000000,91829.19000000,18.88784
2025-01-13 19:58:59.929988,91829.19000000,91956.83000000,91824.23000000,91952.77000000,10.89654
2025-01-13 19:59:59.953035,91952.77000000,91995.35000000,91911.35000000,91983.96000000,15.21155
2025-01-13 20:00:59.923090,91983.96000000,92117.64000000,91949.40000000,92102.21000000,26.66203
2025-01-13 20:01:59.946430,92102.20000000,92209.50000000,92089.53000000,92190.58000000,41.02339
2025-01-13 20:02:59.941685,92190.58000000,92190.59000000,92074.06000000,92154.97000000,33.46687
2025-01-13 20:03:59.924671,92154.97000000,92329.08000000,92154.97000000,92278.23000000,35.76997
2025-01-13 20:04:59.915280,92278.23000000,92299.99000000,92217.40000000,92283.82000000,14.33556
2025-01-13 20:05:59.931821,92283.81000000,92328.00000000,92190.21000000,92200.60000000,25.52705
2025-01-13 20:06:59.926015,92200.70000000,92380.00000000,92165.60000000,92334.70000000,15.02046
2025-01-13 20:07:59.921929,92334.70000000,92384.61000000,92273.49000000,92337.42000000,13.83776
2025-01-13 20:08:59.915196,92337.43000000,92405.39000000,92337.43000000,92353.81000000,10.2356
2025-01-13 20:09:59.920270,92353.82000000,92353.82000000,92195.44000000,92241.86000000,11.60972
2025-01-13 20:10:59.907616,92241.86000000,92290.61000000,92184.02000000,92213.03000000,9.14315
2025-01-13 20:11:59.908359,92212.54000000,92212.54000000,92046.81000000,92059.31000000,18.66303
2025-01-13 20:12:59.906172,92059.31000000,92061.33000000,91950.00000000,91980.44000000,17.15242
2025-01-13 20:13:59.905257,91980.44000000,91980.44000000,91852.45000000,91924.98000000,12.92194
2025-01-13 20:14:59.902866,91924.97000000,92043.02000000,91924.97000000,92043.02000000,14.10667
2025-01-13 20:15:59.914117,92043.02000000,92050.88000000,91938.26000000,92050.87000000,17.67382
2025-01-13 20:16:59.898820,92050.87000000,92050.88000000,91919.53000000,91919.53000000,7.60173
2025-01-13 20:17:59.893207,91919.53000000,91931.60000000,91838.80000000,91840.94000000,13.01392
2025-01-13 20:18:59.893395,91840.94000000,91840.95000000,91725.42000000,91725.42000000,30.43411
2025-01-13 20:19:59.890555,91725.42000000,91840.50000000,91696.59000000,91836.07000000,15.60655
2025-01-13 20:20:59.892723,91836.08000000,91836.08000000,91629.54000000,91670.99000000,33.97841
2025-01-13 20:21:59.886676,91671.06000000,91739.26000000,91636.68000000,91650.22000000,26.15971
2025-01-13 20:22:59.888735,91650.21000000,91695.53000000,91622.12000000,91668.98000000,14.20288
2025-01-13 20:23:59.882726,91668.98000000,91787.99000000,91641.22000000,91719.26000000,16.04888
2025-01-13 20:24:59.887395,91719.26000000,91719.26000000,91593.85000000,91625.87000000,14.17549
2025-01-13 20:25:59.893013,91625.88000000,91811.74000000,91625.88000000,91809.32000000,24.30326
2025-01-13 20:26:59.894810,91809.32000000,91811.23000000,91674.04000000,91731.85000000,18.66927
2025-01-13 20:27:59.879464,91734.25000000,91804.00000000,91634.37000000,91648.53000000,10.29212
2025-01-13 20:28:59.875209,91648.52000000,91740.00000000,91628.00000000,91658.23000000,20.95615
2025-01-13 20:29:59.880501,91658.36000000,91730.12000000,91658.36000000,91717.09000000,17.30291
2025-01-13 20:30:59.876180,91717.09000000,91957.69000000,91717.09000000,91936.18000000,33.47283
2025-01-13 20:31:59.883758,91936.17000000,91936.18000000,91746.67000000,91861.12000000,16.99064
2025-01-13 20:32:59.877404,91861.12000000,91964.00000000,91815.40000000,91949.40000000,30.4961
2025-01-13 20:33:59.866507,91949.40000000,92026.62000000,91922.63000000,92026.62000000,9.4619
2025-01-13 20:34:59.872790,92026.75000000,92062.24000000,91953.82000000,92016.62000000,11.84361
2025-01-13 20:35:59.864654,92016.62000000,92129.98000000,92005.92000000,92128.01000000,22.3778
2025-01-13 20:36:59.869524,92128.00000000,92234.29000000,92106.72000000,92187.34000000,20.98229
2025-01-13 20:37:59.866195,92187.34000000,92217.04000000,92044.00000000,92104.57000000,15.762
2025-01-13 20:38:59.858297,92104.93000000,92109.75000000,91997.99000000,92068.96000000,16.39047
2025-01-13 20:39:59.859994,92068.97000000,92182.90000000,92044.60000000,92088.74000000,12.68848
2025-01-13 20:40:59.858959,92088.75000000,92155.11000000,92056.46000000,92096.23000000,17.67413
2025-01-13 20:41:59.860073,92096.23000000,92106.92000000,91857.03000000,91886.47000000,29.48918
2025-01-13 20:42:59.862344,91886.47000000,91915.99000000,91840.88000000,91858.10000000,25.87125
2025-01-13 20:43:59.855637,91858.10000000,91858.11000000,91752.00000000,91752.00000000,16.32932
2025-01-13 20:44:59.854328,91752.00000000,91847.95000000,91750.01000000,91813.61000000,17.03848
2025-01-13 20:45:59.876446,91813.61000000,91845.67000000,91725.07000000,91797.03000000,16.71011
2025-01-13 20:46:59.845139,91797.03000000,92064.00000000,91797.03000000,92026.75000000,18.30784
2025-01-13 20:47:59.848096,92026.75000000,92120.00000000,92024.17000000,92106.13000000,13.753
2025-01-13 20:48:59.842937,92106.13000000,92114.47000000,92002.27000000,92019.81000000,14.04641
2025-01-13 20:49:59.842491,92019.81000000,92217.03000000,92019.80000000,92174.92000000,14.58628
2025-01-13 20:50:59.841363,92174.92000000,92244.17000000,92097.48000000,92101.21000000,25.26382
2025-01-13 20:51:59.848350,92101.20000000,92159.99000000,92041.03000000,92051.89000000,13.31606
2025-01-13 20:52:59.841804,92051.90000000,92102.66000000,91986.38000000,91986.39000000,17.16304
2025-01-13 20:53:59.836814,91986.39000000,92095.20000000,91984.70000000,92019.56000000,28.20217
2025-01-13 20:54:59.832057,92018.65000000,92022.47000000,91862.06000000,91862.07000000,12.02212
2025-01-13 20:55:59.830333,91862.07000000,92053.10000000,91852.00000000,92026.74000000,20.36582
2025-01-13 20:56:59.871604,92026.75000000,92152.32000000,92026.74000000,92091.75000000,26.84851
2025-01-13 20:57:59.831204,92091.75000000,92184.36000000,92089.54000000,92151.78000000,20.57769
2025-01-13 20:58:59.839885,92151.77000000,92151.77000000,92074.08000000,92074.08000000,12.61681
2025-01-13 20:59:59.868613,92074.09000000,92120.98000000,92037.32000000,92077.65000000,15.70504
2025-01-13 21:00:59.834206,92077.65000000,92145.45000000,92060.00000000,92091.70000000,15.5494
2025-01-13 21:01:59.821693,92091.70000000,92268.14000000,92091.70000000,92200.32000000,22.7468
2025-01-13 21:02:59.823252,92200.32000000,92210.39000000,92054.73000000,92091.51000000,26.19028
2025-01-13 21:03:59.838407,92091.51000000,92183.57000000,92084.08000000,92136.65000000,18.62976
2025-01-13 21:04:59.831339,92136.65000000,92267.49000000,92128.47000000,92178.39000000,17.00046
2025-01-13 21:05:59.817831,92178.40000000,92296.33000000,92178.40000000,92262.29000000,31.6677
2025-01-13 21:06:59.818121,92262.29000000,92325.88000000,92150.80000000,92150.81000000,23.28095
2025-01-13 21:07:59.811217,92150.80000000,92332.00000000,92148.27000000,92269.36000000,22.46997
2025-01-13 21:08:59.814995,92269.36000000,92289.82000000,92162.62000000,92205.39000000,19.02137
2025-01-13 21:09:59.820428,92205.40000000,92288.00000000,92184.10000000,92194.79000000,14.21769
2025-01-13 21:10:59.809212,92194.79000000,92312.00000000,92184.11000000,92276.00000000,18.56376
2025-01-13 21:11:59.854727,92276.01000000,92276.01000000,92168.00000000,92168.01000000,16.67237
2025-01-13 21:12:59.809421,92168.01000000,92168.01000000,92110.51000000,92110.51000000,16.11923
2025-01-13 21:13:59.806093,92109.83000000,92152.33000000,91962.00000000,91972.50000000,20.01395
2025-01-13 21:14:59.802930,91972.50000000,92045.34000000,91962.51000000,91965.57000000,25.43333
2025-01-13 21:15:59.804926,91965.57000000,91989.43000000,91851.80000000,91914.48000000,27.18374
2025-01-13 21:16:59.800855,91914.48000000,91980.00000000,91843.64000000,91853.84000000,13.83368
2025-01-13 21:17:59.794073,91853.84000000,91877.65000000,91697.00000000,91697.01000000,14.16088
2025-01-13 21:18:59.795294,91697.00000000,91838.38000000,91697.00000000,91803.97000000,24.90934
2025-01-13 21:19:59.804822,91803.96000000,91874.54000000,91734.83000000,91734.83000000,15.83334
2025-01-13 21:20:59.804222,91734.82000000,91771.78000000,91600.00000000,91622.19000000,21.00945
2025-01-13 21:21:59.790136,91622.19000000,91775.59000000,91622.19000000,91705.59000000,32.72165
2025-01-13 21:22:59.790153,91705.59000000,91859.99000000,91705.59000000,91811.94000000,19.85984
2025-01-13 21:23:59.799042,91811.95000000,91860.33000000,91744.48000000,91755.81000000,11.59397
2025-01-13 21:24:59.795613,91755.80000000,91892.13000000,91755.80000000,91829.20000000,18.00447
2025-01-13 21:25:59.784696,91829.20000000,92000.00000000,91829.20000000,91986.74000000,19.65305
2025-01-13 21:27:00.323776,91986.73000000,92037.03000000,91986.73000000,91996.36000000,30.68711
2025-01-13 21:27:59.783942,91996.36000000,92163.90000000,91996.36000000,92112.01000000,13.27807
2025-01-13 21:28:59.798206,92112.01000000,92142.40000000,92076.80000000,92120.95000000,8.08434
2025-01-13 21:29:59.782248,92120.94000000,92200.00000000,92120.93000000,92172.00000000,9.89187
2025-01-13 21:30:59.782202,92172.00000000,92252.25000000,92143.11000000,92204.54000000,11.72975
2025-01-13 21:31:59.785927,92204.53000000,92215.11000000,92064.19000000,92176.87000000,21.10646
2025-01-13 21:32:59.771745,92176.86000000,92277.91000000,92148.01000000,92277.90000000,19.97538
2025-01-13 21:33:59.768662,92277.90000000,92277.90000000,92083.66000000,92084.99000000,16.8551
2025-01-13 21:34:59.765665,92085.00000000,92137.47000000,92074.86000000,92137.47000000,19.1305
2025-01-13 21:35:59.764909,92137.47000000,92137.47000000,92007.60000000,92060.93000000,17.80442
2025-01-13 21:36:59.762003,92060.92000000,92206.40000000,92060.92000000,92082.07000000,13.84997
2025-01-13 21:37:59.764918,92082.06000000,92158.42000000,92057.19000000,92070.58000000,18.90212
2025-01-13 21:38:59.772375,92070.58000000,92188.76000000,92070.58000000,92169.65000000,19.65912
2025-01-13 21:39:59.764603,92169.64000000,92287.16000000,92169.64000000,92242.02000000,28.26214
2025-01-13 21:40:59.767203,92242.02000000,92320.04000000,92242.02000000,92304.05000000,21.0221
2025-01-13 21:41:59.787050,92304.04000000,92391.50000000,92277.90000000,92357.22000000,15.50901
2025-01-13 21:42:59.760918,92357.22000000,92420.00000000,92324.35000000,92389.92000000,31.34772
2025-01-13 21:43:59.767317,92389.91000000,92395.54000000,92239.58000000,92261.61000000,29.23398
2025-01-13 21:44:59.752943,92261.61000000,92420.00000000,92261.60000000,92390.90000000,18.28479
2025-01-13 21:45:59.748631,92390.91000000,92500.00000000,92324.17000000,92436.88000000,25.96038
2025-01-13 21:46:59.755662,92436.87000000,92534.10000000,92362.89000000,92370.39000000,38.65005
2025-01-13 21:47:59.744765,92370.39000000,92481.44000000,92362.01000000,92362.43000000,19.87886
2025-01-13 21:48:59.765725,92362.43000000,92485.60000000,92307.72000000,92307.73000000,28.7463
2025-01-13 21:49:59.745254,92307.73000000,92349.71000000,92164.00000000,92164.01000000,19.30284
2025-01-13 21:50:59.747669,92164.00000000,92271.62000000,92164.00000000,92211.87000000,24.09138
2025-01-13 21:51:59.741772,92211.88000000,92212.38000000,92111.12000000,92145.19000000,20.27599
2025-01-13 21:52:59.751299,92145.19000000,92161.46000000,92037.64000000,92037.64000000,15.84748
2025-01-13 21:53:59.733761,92037.65000000,92106.91000000,92037.04000000,92037.05000000,18.25862
2025-01-13 21:54:59.744952,92037.05000000,92173.73000000,92037.05000000,92173.72000000,19.7536
2025-01-13 21:55:59.733442,92173.73000000,92316.00000000,92173.73000000,92246.52000000,17.26919
2025-01-13 21:56:59.761825,92246.52000000,92277.91000000,92108.01000000,92184.18000000,17.61973
2025-01-13 21:57:59.748708,92184.17000000,92341.98000000,92174.51000000,92309.83000000,13.60176
2025-01-13 21:58:59.753673,92309.84000000,92387.01000000,92296.86000000,92387.00000000,11.11047
2025-01-13 21:59:59.776589,92387.00000000,92395.00000000,92302.02000000,92312.18000000,9.24907
2025-01-13 22:00:59.753229,92312.18000000,92354.21000000,92204.00000000,92223.29000000,29.34148
2025-01-13 22:01:59.723578,92223.28000000,92272.27000000,92180.01000000,92255.22000000,19.8092
2025-01-13 22:02:59.745198,92255.22000000,92377.58000000,92224.51000000,92377.58000000,18.26985
2025-01-13 22:03:59.721159,92377.64000000,92394.95000000,92204.00000000,92204.01000000,21.24489
2025-01-13 22:04:59.716260,92204.00000000,92294.22000000,92135.05000000,92159.19000000,13.33003
2025-01-13 22:05:59.715422,92159.18000000,92257.25000000,92138.27000000,92228.50000000,17.3743
2025-01-13 22:06:59.716066,92228.49000000,92228.49000000,92082.01000000,92082.02000000,13.91486
2025-01-13 22:07:59.789997,92082.02000000,92096.80000000,92049.95000000,92094.10000000,16.07829
2025-01-13 22:08:59.716558,92094.09000000,92294.05000000,92084.14000000,92248.15000000,20.67249
2025-01-13 22:09:59.709543,92248.15000000,92257.76000000,92089.53000000,92089.53000000,8.04753
2025-01-13 22:10:59.709581,92089.54000000,92105.64000000,92026.75000000,92067.50000000,10.73871
2025-01-13 22:11:59.707764,92067.49000000,92067.49000000,92016.56000000,92024.53000000,7.32445
2025-01-13 22:12:59.706258,92024.54000000,92058.14000000,91980.51000000,91980.51000000,14.87428
2025-01-13 22:13:59.709362,91980.52000000,92069.60000000,91973.59000000,92043.45000000,11.73734
2025-01-13 22:14:59.711292,92043.46000000,92055.54000000,91966.80000000,91966.81000000,9.09475
2025-01-13 22:15:59.743535,91966.80000000,91991.28000000,91919.46000000,91991.28000000,12.26969
2025-01-13 22:16:59.697981,91991.27000000,91992.11000000,91908.20000000,91944.10000000,7.97597
2025-01-13 22:17:59.697753,91944.11000000,92155.44000000,91944.10000000,92139.83000000,19.92672
2025-01-13 22:18:59.694184,92139.84000000,92139.84000000,92043.10000000,92081.68000000,17.26274
2025-01-13 22:20:00.236457,92081.69000000,92225.00000000,92081.69000000,92220.47000000,13.82632
2025-01-13 22:20:59.699417,92220.46000000,92285.34000000,92183.72000000,92285.34000000,11.35419
2025-01-13 22:21:59.690522,92285.64000000,92358.80000000,92285.64000000,92338.49000000,15.45717
2025-01-13 22:22:59.700014,92338.48000000,92355.42000000,92267.99000000,92332.67000000,8.84231
2025-01-13 22:23:59.746328,92332.66000000,92332.67000000,92083.18000000,92083.18000000,15.76519
2025-01-13 22:24:59.691244,92083.18000000,92095.81000000,92066.31000000,92085.52000000,12.05803
2025-01-13 22:25:59.687035,92085.52000000,92178.50000000,92085.51000000,92095.20000000,28.48704
2025-01-13 22:26:59.683971,92095.21000000,92170.16000000,92095.21000000,92167.42000000,7.23402
2025-01-13 22:27:59.691608,92167.42000000,92214.76000000,92129.27000000,92212.00000000,12.24234
2025-01-13 22:28:59.697810,92211.99000000,92214.65000000,92087.27000000,92119.03000000,9.89391
2025-01-13 22:29:59.715689,92119.02000000,92129.33000000,92067.16000000,92129.32000000,6.09544
2025-01-13 22:30:59.678835,92129.33000000,92248.09000000,92105.89000000,92229.93000000,14.7971
2025-01-13 22:31:59.692983,92229.93000000,92259.99000000,92176.96000000,92201.17000000,17.50192
2025-01-13 22:32:59.680105,92201.34000000,92324.18000000,92201.34000000,92309.49000000,15.75795
2025-01-13 22:33:59.682871,92309.50000000,92384.61000000,92309.49000000,92384.61000000,11.91405
2025-01-13 22:34:59.667685,92384.61000000,92495.18000000,92336.72000000,92478.13000000,13.73896
2025-01-13 22:35:59.669138,92478.13000000,92557.26000000,92453.20000000,92534.53000000,26.27927
2025-01-13 22:36:59.664015,92534.54000000,92638.59000000,92480.87000000,92637.26000000,35.93557
2025-01-13 22:37:59.667951,92637.27000000,92666.00000000,92568.69000000,92661.73000000,30.36883
2025-01-13 22:38:59.665571,92660.97000000,92777.00000000,92652.13000000,92711.28000000,33.14763
2025-01-13 22:39:59.666636,92711.28000000,92740.00000000,92630.31000000,92630.31000000,16.69819
2025-01-13 22:40:59.659365,92630.31000000,92832.80000000,92630.31000000,92832.78000000,30.05772
2025-01-13 22:41:59.678145,92832.79000000,92891.95000000,92819.70000000,92891.94000000,34.58639
2025-01-13 22:42:59.655847,92891.95000000,92976.04000000,92891.94000000,92976.03000000,20.51291
2025-01-13 22:43:59.671576,92976.03000000,92993.24000000,92929.38000000,92954.01000000,27.79146
2025-01-13 22:44:59.655768,92954.01000000,92975.64000000,92939.00000000,92965.10000000,12.88387
2025-01-13 22:45:59.654531,92965.10000000,93241.27000000,92962.16000000,93209.50000000,130.04489
2025-01-13 22:46:59.649452,93209.50000000,93300.00000000,93130.86000000,93146.80000000,100.43551
2025-01-13 22:47:59.653251,93146.81000000,93169.42000000,92987.08000000,93169.41000000,42.89928
2025-01-13 22:48:59.648421,93169.42000000,93299.93000000,93144.81000000,93206.01000000,38.93286
2025-01-13 22:49:59.643042,93206.00000000,93299.99000000,93200.46000000,93291.79000000,24.92861
2025-01-13 22:50:59.639304,93291.79000000,93435.68000000,93228.99000000,93384.02000000,69.3915
2025-01-13 22:51:59.642882,93384.01000000,93743.52000000,93380.43000000,93695.46000000,213.92816
2025-01-13 22:52:59.655364,93695.70000000,93783.12000000,93576.83000000,93704.36000000,77.69924
2025-01-13 22:53:59.634610,93704.36000000,93778.31000000,93515.31000000,93547.49000000,52.54861
2025-01-13 22:54:59.632941,93547.48000000,93611.29000000,93493.01000000,93611.29000000,29.27989
2025-01-13 22:55:59.654125,93611.29000000,93768.40000000,93611.29000000,93764.53000000,24.84257
2025-01-13 22:56:59.639396,93764.53000000,93764.53000000,93524.87000000,93555.99000000,30.6558
2025-01-13 22:57:59.629354,93556.00000000,93730.11000000,93556.00000000,93692.31000000,30.11089
2025-01-13 22:58:59.626958,93692.30000000,93708.00000000,93572.25000000,93693.66000000,41.07843
2025-01-13 22:59:59.642896,93691.62000000,93695.00000000,93499.94000000,93575.53000000,83.97151
2025-01-13 23:00:59.640682,93575.53000000,93729.00000000,93568.01000000,93672.41000000,30.35319
2025-01-13 23:01:59.649802,93672.41000000,93849.00000000,93616.01000000,93849.00000000,51.0128
2025-01-13 23:02:59.619870,93848.99000000,93899.91000000,93754.31000000,93812.52000000,28.79494
2025-01-13 23:03:59.626499,93812.53000000,93815.03000000,93589.88000000,93594.02000000,25.85615
2025-01-13 23:04:59.623894,93598.32000000,93598.32000000,93401.84000000,93426.99000000,49.09075
2025-01-13 23:05:59.620351,93427.00000000,93822.88000000,93425.87000000,93822.87000000,32.66347
2025-01-13 23:06:59.621837,93822.88000000,93836.70000000,93591.24000000,93632.24000000,47.87336
2025-01-13 23:07:59.619242,93632.24000000,93750.43000000,93597.90000000,93738.49000000,60.32056
2025-01-13 23:08:59.626070,93738.48000000,93829.20000000,93720.98000000,93829.19000000,17.53982
2025-01-13 23:09:59.645991,93829.19000000,93927.85000000,93794.01000000,93794.02000000,58.92699
2025-01-13 23:10:59.608170,93794.01000000,93929.60000000,93790.84000000,93929.58000000,26.71265
2025-01-13 23:11:59.607178,93929.57000000,93938.37000000,93788.00000000,93819.99000000,36.76569
2025-01-13 23:12:59.602643,93819.99000000,93864.00000000,93700.00000000,93864.00000000,78.46015
2025-01-13 23:13:59.604384,93863.99000000,93909.37000000,93730.46000000,93746.13000000,20.55449
2025-01-13 23:14:59.649988,93746.14000000,93807.41000000,93720.00000000,93773.12000000,14.0665
2025-01-13 23:15:59.605628,93773.11000000,93794.48000000,93700.01000000,93794.48000000,18.45948
2025-01-13 23:16:59.602279,93794.47000000,93878.20000000,93711.45000000,93711.46000000,16.00817
2025-01-13 23:17:59.611037,93711.45000000,93790.68000000,93598.54000000,93598.55000000,35.55999
2025-01-13 23:18:59.604181,93598.54000000,93646.38000000,93538.46000000,93612.00000000,32.60863
2025-01-13 23:19:59.606127,93611.10000000,93616.34000000,93518.12000000,93580.05000000,17.379
2025-01-13 23:20:59.604385,93580.06000000,93747.69000000,93553.53000000,93667.94000000,16.84475
2025-01-13 23:21:59.611284,93667.94000000,93679.52000000,93564.00000000,93607.76000000,12.09693
2025-01-13 23:22:59.588736,93607.76000000,93665.63000000,93604.68000000,93643.53000000,13.12401
2025-01-13 23:23:59.586841,93643.53000000,93687.40000000,93611.31000000,93687.39000000,8.68987
2025-01-13 23:24:59.582179,93687.40000000,93808.09000000,93683.63000000,93803.98000000,10.84515
2025-01-13 23:25:59.586801,93803.98000000,93896.26000000,93788.89000000,93859.82000000,24.07534
2025-01-13 23:26:59.589942,93859.83000000,93890.87000000,93766.44000000,93774.92000000,34.14421
2025-01-13 23:27:59.582301,93774.92000000,93788.73000000,93711.99000000,93758.38000000,8.65521
2025-01-13 23:28:59.606779,93758.37000000,93790.12000000,93746.33000000,93789.64000000,8.3823
2025-01-13 23:29:59.611245,93789.63000000,93855.99000000,93784.81000000,93855.98000000,35.216
2025-01-13 23:30:59.572995,93855.98000000,93994.93000000,93819.12000000,93972.28000000,40.39307
2025-01-13 23:31:59.570814,93972.27000000,94050.00000000,93832.26000000,93870.68000000,52.67203
2025-01-13 23:32:59.574146,93870.68000000,93892.53000000,93808.88000000,93852.60000000,32.54686
2025-01-13 23:33:59.577862,93852.60000000,93852.60000000,93765.72000000,93804.69000000,42.70437
2025-01-13 23:34:59.573863,93804.64000000,93894.74000000,93738.75000000,93857.28000000,26.33914
2025-01-13 23:35:59.569173,93857.29000000,93918.23000000,93830.47000000,93852.53000000,21.03072
2025-01-13 23:36:59.565287,93852.53000000,93876.00000000,93793.33000000,93802.09000000,25.82687
2025-01-13 23:37:59.569532,93802.08000000,94016.00000000,93802.08000000,94012.62000000,24.9001
2025-01-13 23:38:59.558403,94012.62000000,94036.61000000,93995.99000000,94019.09000000,39.68854
2025-01-13 23:39:59.657364,94019.08000000,94192.63000000,94009.25000000,94178.18000000,39.52872
2025-01-13 23:40:59.555532,94178.18000000,94388.00000000,94175.32000000,94235.77000000,85.94169
2025-01-13 23:41:59.557579,94235.77000000,94330.97000000,94189.23000000,94330.97000000,30.42333
2025-01-13 23:42:59.556802,94330.96000000,94371.76000000,94226.79000000,94240.93000000,25.73475
2025-01-13 23:43:59.553271,94240.93000000,94430.00000000,94240.93000000,94397.48000000,34.85294
2025-01-13 23:44:59.556400,94397.48000000,94454.51000000,94373.11000000,94451.52000000,21.71165
2025-01-13 23:45:59.549875,94451.53000000,94472.00000000,94394.45000000,94459.49000000,49.31394
2025-01-13 23:46:59.544816,94459.49000000,94459.49000000,94320.46000000,94395.80000000,51.94337
2025-01-13 23:47:59.565889,94395.79000000,94395.79000000,94168.01000000,94193.37000000,35.47277
2025-01-13 23:48:59.540943,94193.36000000,94258.17000000,94137.93000000,94258.17000000,31.6337
2025-01-13 23:49:59.545638,94258.17000000,94292.00000000,94228.01000000,94256.13000000,14.64864
2025-01-13 23:50:59.552888,94256.13000000,94291.02000000,94162.27000000,94210.41000000,32.70717
2025-01-13 23:51:59.537803,94210.40000000,94210.40000000,94167.14000000,94199.99000000,10.01653
2025-01-13 23:52:59.536533,94200.00000000,94295.44000000,94173.45000000,94295.43000000,12.72485
2025-01-13 23:53:59.534481,94295.44000000,94344.00000000,94218.00000000,94218.00000000,12.93057
2025-01-13 23:54:59.534326,94218.00000000,94289.58000000,94131.44000000,94137.44000000,13.63062
2025-01-13 23:57:00.561524,94145.67000000,94196.28000000,94127.16000000,94187.49000000,13.04183
